user_id,product_id,interaction_type,timestamp,rating
U00551,P0026,view,2025-11-03 05:29:19.839189,
U00411,P0079,purchase,2025-03-26 05:29:19.839194,3.7
U00548,P0094,cart,2025-04-10 05:29:19.839198,
U00579,P0188,cart,2026-01-30 05:29:19.839202,
U00248,P0200,cart,2025-03-27 05:29:19.839207,
U00698,P0199,view,2025-09-24 05:29:19.839211,
U00160,P0045,purchase,2026-02-20 05:29:19.839215,4.3
U00731,P0145,cart,2025-07-14 05:29:19.839220,
U00448,P0108,purchase,2025-07-07 05:29:19.839225,3.7
U00592,P0055,purchase,2025-10-05 05:29:19.839230,4.3
U00236,P0003,view,2026-02-07 05:29:19.839234,
U00252,P0050,view,2025-05-06 05:29:19.839238,
U00952,P0046,view,2025-08-15 05:29:19.839242,
U00591,P0124,view,2025-08-11 05:29:19.839247,
U00440,P0167,purchase,2025-12-06 05:29:19.839251,3.6
U00715,P0112,view,2025-09-16 05:29:19.839256,
U00590,P0031,view,2025-04-25 05:29:19.839260,
U00835,P0040,purchase,2025-04-06 05:29:19.839265,3.9
U00594,P0157,purchase,2025-09-10 05:29:19.839270,3.8
U00240,P0136,cart,2025-11-21 05:29:19.839275,
U00704,P0100,purchase,2025-05-29 05:29:19.839280,5.0
U00222,P0154,cart,2025-08-22 05:29:19.839284,
U00213,P0095,view,2025-10-12 05:29:19.839288,
U00016,P0055,cart,2025-09-23 05:29:19.839293,
U00390,P0127,cart,2025-06-01 05:29:19.839297,
U00486,P0180,purchase,2026-01-10 05:29:19.839302,4.9
U00340,P0045,view,2026-02-06 05:29:19.839306,
U00901,P0019,purchase,2026-01-11 05:29:19.839311,4.9
U00211,P0088,view,2025-03-27 05:29:19.839315,
U00727,P0028,view,2026-01-26 05:29:19.839319,
U00005,P0095,cart,2025-06-19 05:29:19.839324,
U00828,P0143,cart,2025-12-02 05:29:19.839328,
U00166,P0150,view,2025-08-07 05:29:19.839332,
U00156,P0029,cart,2026-02-25 05:29:19.839336,
U00571,P0129,purchase,2025-04-08 05:29:19.839341,3.7
U00469,P0051,view,2025-12-31 05:29:19.839346,
U00807,P0156,view,2025-04-11 05:29:19.839350,
U00112,P0023,purchase,2025-12-15 05:29:19.839355,4.2
U00749,P0189,cart,2026-01-31 05:29:19.839359,
U00861,P0189,purchase,2025-10-10 05:29:19.839364,4.9
U00051,P0043,view,2025-06-28 05:29:19.839371,
U00996,P0135,purchase,2025-03-09 05:29:19.839376,4.0
U00645,P0021,purchase,2025-05-28 05:29:19.839381,3.9
U00258,P0045,view,2025-03-04 05:29:19.839385,
U00152,P0153,view,2025-03-07 05:29:19.839390,
U00731,P0141,view,2025-08-13 05:29:19.839395,
U00841,P0042,view,2025-05-18 05:29:19.839399,
U00507,P0170,cart,2025-05-05 05:29:19.839403,
U00806,P0045,view,2025-05-29 05:29:19.839408,
U00275,P0190,view,2025-08-11 05:29:19.839412,
U00184,P0102,cart,2026-01-21 05:29:19.839416,
U00383,P0081,cart,2026-02-03 05:29:19.839421,
U00769,P0042,view,2026-01-20 05:29:19.839425,
U00220,P0196,view,2025-09-23 05:29:19.839429,
U00686,P0169,purchase,2025-06-15 05:29:19.839434,3.9
U00489,P0030,view,2025-12-02 05:29:19.839438,
U00963,P0152,cart,2026-02-20 05:29:19.839443,
U00822,P0034,purchase,2025-08-19 05:29:19.839448,3.8
U00919,P0035,cart,2026-02-23 05:29:19.839452,
U00534,P0022,cart,2025-08-22 05:29:19.839456,
U00464,P0037,purchase,2025-08-02 05:29:19.839461,5.0
U00317,P0031,purchase,2026-01-08 05:29:19.839466,4.6
U00419,P0080,cart,2025-11-20 05:29:19.839470,
U00409,P0078,purchase,2025-03-15 05:29:19.839476,3.6
U00496,P0030,purchase,2025-09-10 05:29:19.839481,4.7
U00913,P0196,cart,2025-07-28 05:29:19.839486,
U00936,P0019,purchase,2026-02-26 05:29:19.839490,4.7
U00264,P0088,view,2025-11-17 05:29:19.839497,
U00823,P0105,cart,2025-10-23 05:29:19.839501,
U00780,P0042,cart,2025-09-25 05:29:19.839506,
U00430,P0068,cart,2025-09-07 05:29:19.839510,
U00610,P0146,purchase,2025-05-25 05:29:19.839516,4.8
U00459,P0177,cart,2025-04-15 05:29:19.839520,
U00766,P0063,cart,2025-09-26 05:29:19.839524,
U00569,P0087,view,2026-02-19 05:29:19.839529,
U00618,P0030,view,2026-02-18 05:29:19.839533,
U00348,P0199,cart,2026-02-24 05:29:19.839537,
U00983,P0055,purchase,2026-02-14 05:29:19.839542,4.8
U00460,P0044,view,2025-10-22 05:29:19.839547,
U00403,P0017,purchase,2025-03-25 05:29:19.839557,4.1
U00294,P0137,purchase,2025-10-01 05:29:19.839567,3.6
U00933,P0015,purchase,2025-12-15 05:29:19.839572,4.3
U00162,P0014,purchase,2025-12-02 05:29:19.839577,4.6
U00833,P0043,view,2025-07-09 05:29:19.839581,
U00905,P0198,view,2025-10-19 05:29:19.839585,
U00698,P0165,view,2025-08-28 05:29:19.839590,
U00401,P0099,cart,2025-03-09 05:29:19.839594,
U00333,P0016,view,2025-11-07 05:29:19.839598,
U00592,P0108,view,2025-04-01 05:29:19.839602,
U00011,P0063,view,2025-05-25 05:29:19.839606,
U00889,P0079,cart,2025-11-22 05:29:19.839611,
U00008,P0063,purchase,2026-01-19 05:29:19.839616,4.2
U00219,P0130,purchase,2025-04-29 05:29:19.839621,4.2
U00648,P0008,view,2025-05-13 05:29:19.839625,
U00953,P0126,purchase,2025-04-24 05:29:19.839630,3.9
U00190,P0166,purchase,2025-09-26 05:29:19.839635,4.7
U00751,P0100,cart,2025-10-03 05:29:19.839639,
U00717,P0045,view,2026-02-13 05:29:19.839643,
U00803,P0133,purchase,2025-03-18 05:29:19.839648,3.7
U00365,P0130,purchase,2025-07-18 05:29:19.839653,4.8
U00162,P0057,view,2026-01-07 05:29:19.839657,
U00664,P0040,cart,2026-01-10 05:29:19.839662,
U00722,P0118,cart,2025-05-22 05:29:19.839666,
U00510,P0164,view,2026-01-14 05:29:19.839670,
U00383,P0146,view,2025-06-10 05:29:19.839675,
U00625,P0005,view,2025-04-22 05:29:19.839679,
U00241,P0025,view,2025-12-01 05:29:19.839684,
U00654,P0050,purchase,2026-01-29 05:29:19.839689,4.5
U00314,P0133,cart,2025-05-17 05:29:19.839693,
U00827,P0181,cart,2025-11-20 05:29:19.839697,
U00271,P0155,view,2025-08-27 05:29:19.839701,
U00713,P0068,purchase,2025-07-29 05:29:19.839706,4.2
U00657,P0073,cart,2025-04-12 05:29:19.839710,
U00778,P0120,cart,2026-02-25 05:29:19.839715,
U00316,P0087,purchase,2025-09-14 05:29:19.839720,4.6
U00495,P0095,view,2025-04-04 05:29:19.839724,
U00253,P0033,cart,2025-07-08 05:29:19.839729,
U00586,P0147,cart,2025-12-08 05:29:19.839733,
U00876,P0161,purchase,2026-01-31 05:29:19.839738,3.6
U00425,P0117,view,2025-09-01 05:29:19.839742,
U00607,P0065,purchase,2025-11-14 05:29:19.839746,4.2
U00564,P0058,view,2025-11-24 05:29:19.839751,
U00276,P0097,cart,2025-09-28 05:29:19.839755,
U00080,P0126,view,2026-02-20 05:29:19.839759,
U00950,P0047,view,2026-02-06 05:29:19.839764,
U00756,P0087,cart,2025-04-18 05:29:19.839768,
U00813,P0192,purchase,2025-05-26 05:29:19.839773,4.9
U00756,P0116,purchase,2025-08-08 05:29:19.839778,3.8
U00386,P0085,view,2025-10-08 05:29:19.839787,
U00452,P0157,cart,2026-02-09 05:29:19.839794,
U00253,P0140,cart,2025-04-29 05:29:19.839800,
U00729,P0063,view,2025-12-06 05:29:19.839820,
U00872,P0116,cart,2025-04-04 05:29:19.839825,
U00373,P0075,view,2025-09-29 05:29:19.839829,
U00910,P0003,cart,2025-12-07 05:29:19.839833,
U00444,P0137,cart,2025-09-09 05:29:19.839838,
U00444,P0195,cart,2026-02-19 05:29:19.839842,
U00164,P0014,view,2025-05-29 05:29:19.839846,
U00167,P0119,view,2025-04-30 05:29:19.839851,
U00910,P0070,purchase,2025-09-16 05:29:19.839856,4.8
U00791,P0199,view,2025-08-23 05:29:19.839861,
U00742,P0186,cart,2025-03-06 05:29:19.839865,
U00317,P0136,view,2025-04-13 05:29:19.839869,
U00515,P0059,cart,2025-09-27 05:29:19.839874,
U00999,P0126,view,2025-06-30 05:29:19.839878,
U00079,P0185,cart,2025-03-14 05:29:19.839882,
U00017,P0068,purchase,2025-03-07 05:29:19.839887,4.5
U00683,P0025,purchase,2025-11-07 05:29:19.839893,4.8
U00742,P0105,view,2025-12-07 05:29:19.839897,
U00724,P0170,cart,2025-11-21 05:29:19.839901,
U00866,P0184,purchase,2025-04-15 05:29:19.839906,3.6
U00334,P0003,purchase,2026-02-26 05:29:19.839911,4.7
U00726,P0184,cart,2025-10-14 05:29:19.839919,
U00288,P0003,cart,2025-04-01 05:29:19.839924,
U00710,P0107,view,2025-03-17 05:29:19.839928,
U00410,P0060,purchase,2025-09-18 05:29:19.839933,3.6
U00065,P0193,purchase,2025-04-14 05:29:19.839938,4.3
U00175,P0118,cart,2025-03-11 05:29:19.839942,
U00892,P0066,view,2025-05-04 05:29:19.839946,
U00380,P0189,purchase,2025-04-18 05:29:19.839951,4.7
U00044,P0195,view,2026-01-08 05:29:19.839956,
U00009,P0088,cart,2025-05-07 05:29:19.839960,
U00843,P0074,cart,2025-07-23 05:29:19.839964,
U00571,P0051,cart,2025-08-06 05:29:19.839968,
U00441,P0041,cart,2025-05-02 05:29:19.839972,
U00597,P0195,cart,2025-09-08 05:29:19.839978,
U00745,P0021,view,2025-03-31 05:29:19.839982,
U00219,P0084,cart,2025-12-13 05:29:19.839987,
U00729,P0019,cart,2025-04-06 05:29:19.839991,
U00505,P0035,view,2025-10-13 05:29:19.839995,
U00391,P0080,cart,2025-08-02 05:29:19.839999,
U00374,P0107,cart,2025-07-26 05:29:19.840003,
U00991,P0045,cart,2025-07-26 05:29:19.840008,
U00233,P0031,purchase,2025-03-04 05:29:19.840013,4.9
U00444,P0086,view,2025-10-21 05:29:19.840017,
U00609,P0143,cart,2025-11-08 05:29:19.840021,
U00714,P0158,purchase,2025-10-23 05:29:19.840026,4.1
U00432,P0155,purchase,2025-04-22 05:29:19.840031,4.3
U00290,P0105,cart,2025-11-07 05:29:19.840035,
U00190,P0006,cart,2026-02-17 05:29:19.840040,
U00732,P0092,view,2025-05-21 05:29:19.840044,
U00768,P0015,view,2025-08-05 05:29:19.840049,
U00428,P0118,cart,2025-04-27 05:29:19.840053,
U00761,P0006,cart,2025-12-21 05:29:19.840057,
U00502,P0087,view,2026-01-09 05:29:19.840061,
U00622,P0030,view,2025-09-12 05:29:19.840065,
U00089,P0037,purchase,2025-06-25 05:29:19.840070,4.4
U00098,P0038,cart,2025-05-23 05:29:19.840074,
U00575,P0041,purchase,2025-04-21 05:29:19.840079,4.4
U00926,P0070,view,2025-06-26 05:29:19.840083,
U00517,P0092,cart,2025-05-12 05:29:19.840087,
U00850,P0004,purchase,2026-01-13 05:29:19.840092,4.0
U00748,P0025,purchase,2026-02-21 05:29:19.840097,4.0
U00572,P0142,purchase,2025-04-06 05:29:19.840102,4.8
U00616,P0016,cart,2025-06-20 05:29:19.840107,
U00445,P0192,purchase,2025-04-28 05:29:19.840111,3.6
U00746,P0170,purchase,2025-08-05 05:29:19.840116,3.9
U00465,P0033,cart,2025-12-20 05:29:19.840120,
U00587,P0129,purchase,2026-02-09 05:29:19.840125,4.2
U00749,P0158,view,2025-11-24 05:29:19.840129,
U00662,P0149,cart,2025-12-13 05:29:19.840133,
U00239,P0105,view,2025-08-01 05:29:19.840137,
U00724,P0095,cart,2025-07-15 05:29:19.840141,
U00648,P0169,cart,2026-01-30 05:29:19.840145,
U00618,P0023,purchase,2025-12-27 05:29:19.840150,4.0
U00962,P0062,purchase,2025-05-02 05:29:19.840169,4.5
U00399,P0179,cart,2025-11-01 05:29:19.840173,
U00969,P0013,view,2026-01-29 05:29:19.840178,
U00256,P0185,cart,2026-01-04 05:29:19.840182,
U00115,P0090,purchase,2025-03-02 05:29:19.840187,4.5
U00018,P0137,purchase,2026-02-27 05:29:19.840193,4.9
U00014,P0154,cart,2025-09-12 05:29:19.840197,
U00363,P0057,view,2025-10-30 05:29:19.840201,
U00680,P0115,view,2026-01-13 05:29:19.840205,
U00874,P0089,cart,2026-02-11 05:29:19.840209,
U00859,P0067,cart,2025-10-29 05:29:19.840213,
U00764,P0082,view,2025-04-06 05:29:19.840218,
U00459,P0098,purchase,2025-07-23 05:29:19.840222,5.0
U00794,P0101,purchase,2026-02-09 05:29:19.840228,4.4
U00863,P0112,cart,2025-08-21 05:29:19.840232,
U00309,P0138,view,2026-01-09 05:29:19.840236,
U00596,P0102,purchase,2025-04-21 05:29:19.840241,4.8
U00986,P0021,cart,2026-02-01 05:29:19.840245,
U00194,P0048,purchase,2025-12-27 05:29:19.840250,4.7
U00495,P0113,purchase,2026-01-20 05:29:19.840255,4.3
U00126,P0168,cart,2025-03-12 05:29:19.840260,
U00436,P0161,cart,2025-11-05 05:29:19.840264,
U00585,P0125,view,2025-11-22 05:29:19.840268,
U00225,P0049,view,2025-09-06 05:29:19.840272,
U00004,P0013,purchase,2025-05-28 05:29:19.840277,4.0
U00501,P0011,purchase,2025-09-15 05:29:19.840282,4.4
U00234,P0033,view,2025-06-29 05:29:19.840286,
U00616,P0115,view,2025-11-22 05:29:19.840290,
U00284,P0193,view,2025-06-08 05:29:19.840294,
U00476,P0188,view,2025-05-18 05:29:19.840298,
U00367,P0166,cart,2026-01-16 05:29:19.840302,
U00655,P0131,purchase,2025-08-26 05:29:19.840307,4.1
U00741,P0142,view,2026-01-20 05:29:19.840314,
U00130,P0164,purchase,2026-02-16 05:29:19.840321,3.9
U00718,P0190,purchase,2025-03-25 05:29:19.840326,3.7
U00125,P0193,purchase,2025-03-29 05:29:19.840331,3.8
U00314,P0163,cart,2025-10-25 05:29:19.840335,
U00862,P0191,view,2025-04-24 05:29:19.840339,
U00572,P0044,view,2026-01-26 05:29:19.840344,
U00051,P0065,cart,2026-01-28 05:29:19.840348,
U00350,P0186,cart,2025-03-15 05:29:19.840352,
U00485,P0036,purchase,2025-12-10 05:29:19.840357,3.9
U00885,P0016,view,2026-02-13 05:29:19.840361,
U00482,P0076,cart,2025-12-05 05:29:19.840366,
U00592,P0031,cart,2025-06-23 05:29:19.840370,
U00939,P0140,purchase,2025-12-24 05:29:19.840374,4.4
U00345,P0002,cart,2025-04-27 05:29:19.840379,
U00062,P0140,purchase,2025-03-12 05:29:19.840383,4.6
U00561,P0179,purchase,2025-04-11 05:29:19.840388,4.0
U00354,P0091,cart,2025-08-11 05:29:19.840392,
U00150,P0015,view,2025-05-16 05:29:19.840397,
U00057,P0075,view,2025-10-01 05:29:19.840401,
U00795,P0095,purchase,2025-10-03 05:29:19.840405,4.6
U00001,P0148,view,2025-08-15 05:29:19.840410,
U00758,P0190,cart,2025-05-17 05:29:19.840414,
U00792,P0058,purchase,2025-11-19 05:29:19.840434,3.7
U00192,P0057,purchase,2025-04-25 05:29:19.840440,4.0
U00579,P0032,cart,2025-04-02 05:29:19.840444,
U00126,P0200,view,2025-07-12 05:29:19.840449,
U00913,P0140,cart,2025-06-17 05:29:19.840453,
U00109,P0094,view,2025-10-18 05:29:19.840458,
U00715,P0037,purchase,2025-04-26 05:29:19.840462,4.7
U00974,P0074,view,2025-05-21 05:29:19.840467,
U00817,P0127,cart,2026-01-25 05:29:19.840471,
U00023,P0128,cart,2026-01-05 05:29:19.840476,
U00509,P0069,purchase,2025-08-16 05:29:19.840481,3.7
U00734,P0195,purchase,2025-08-12 05:29:19.840485,4.2
U00278,P0143,cart,2025-05-06 05:29:19.840490,
U00933,P0055,cart,2025-06-07 05:29:19.840494,
U00072,P0005,purchase,2025-12-06 05:29:19.840499,3.6
U00229,P0022,cart,2026-01-06 05:29:19.840504,
U00381,P0124,cart,2025-06-04 05:29:19.840508,
U00287,P0180,cart,2025-05-08 05:29:19.840512,
U00180,P0104,view,2025-08-02 05:29:19.840517,
U00677,P0052,view,2025-08-07 05:29:19.840521,
U00480,P0181,cart,2026-02-27 05:29:19.840525,
U00759,P0009,cart,2025-07-22 05:29:19.840530,
U00115,P0104,cart,2025-04-20 05:29:19.840534,
U00731,P0028,view,2026-01-09 05:29:19.840538,
U00445,P0174,purchase,2025-12-19 05:29:19.840543,3.5
U00354,P0190,cart,2025-10-18 05:29:19.840547,
U00178,P0163,view,2025-06-12 05:29:19.840551,
U00403,P0027,cart,2026-01-23 05:29:19.840555,
U00290,P0062,purchase,2025-12-26 05:29:19.840562,4.6
U00551,P0005,purchase,2025-06-12 05:29:19.840568,3.9
U00549,P0171,purchase,2025-05-13 05:29:19.840573,4.6
U00870,P0185,view,2025-10-22 05:29:19.840578,
U00621,P0167,cart,2025-08-04 05:29:19.840582,
U00378,P0051,cart,2025-12-13 05:29:19.840586,
U00930,P0131,purchase,2025-11-26 05:29:19.840591,4.6
U00637,P0032,purchase,2025-06-18 05:29:19.840596,4.6
U00854,P0106,purchase,2026-01-14 05:29:19.840601,4.9
U00933,P0179,cart,2025-03-11 05:29:19.840605,
U00813,P0106,view,2025-03-01 05:29:19.840610,
U00776,P0147,purchase,2025-03-25 05:29:19.840621,4.4
U00922,P0164,purchase,2026-01-11 05:29:19.840629,4.9
U00545,P0059,cart,2025-06-30 05:29:19.840634,
U00995,P0193,view,2025-05-30 05:29:19.840638,
U00831,P0030,purchase,2025-07-09 05:29:19.840643,4.8
U00330,P0041,view,2025-04-20 05:29:19.840647,
U00952,P0033,cart,2025-06-06 05:29:19.840652,
U00921,P0020,view,2025-09-01 05:29:19.840656,
U00307,P0113,cart,2025-11-28 05:29:19.840660,
U00800,P0046,purchase,2025-07-19 05:29:19.840665,3.7
U00866,P0138,purchase,2025-04-26 05:29:19.840670,4.5
U00140,P0189,view,2025-09-09 05:29:19.840675,
U00440,P0151,view,2025-07-27 05:29:19.840679,
U00727,P0001,cart,2025-03-03 05:29:19.840683,
U00013,P0033,view,2025-08-31 05:29:19.840687,
U00573,P0170,cart,2025-10-13 05:29:19.840692,
U00190,P0001,purchase,2025-10-10 05:29:19.840696,4.5
U00398,P0056,view,2025-11-14 05:29:19.840700,
U00161,P0146,view,2025-08-14 05:29:19.840704,
U00042,P0128,purchase,2025-08-31 05:29:19.840709,4.0
U00635,P0125,purchase,2025-12-15 05:29:19.840714,4.2
U00353,P0078,purchase,2025-08-31 05:29:19.840719,4.4
U00938,P0085,cart,2026-01-04 05:29:19.840724,
U00900,P0079,purchase,2026-02-13 05:29:19.840728,4.4
U00787,P0015,purchase,2026-01-06 05:29:19.840736,4.9
U00444,P0168,cart,2025-08-16 05:29:19.840740,
U00938,P0184,view,2025-12-06 05:29:19.840745,
U00675,P0177,view,2025-03-04 05:29:19.840749,
U00761,P0091,cart,2025-10-12 05:29:19.840753,
U00416,P0093,view,2025-07-07 05:29:19.840757,
U00062,P0034,purchase,2025-06-28 05:29:19.840761,4.2
U00660,P0103,cart,2025-05-25 05:29:19.840766,
U00121,P0004,view,2025-05-06 05:29:19.840770,
U00596,P0005,cart,2025-04-09 05:29:19.840774,
U00781,P0097,purchase,2026-02-10 05:29:19.840779,4.6
U00115,P0048,purchase,2025-09-17 05:29:19.840785,4.6
U00479,P0040,purchase,2025-04-08 05:29:19.840789,3.6
U00205,P0131,view,2025-03-28 05:29:19.840793,
U00982,P0087,purchase,2025-08-12 05:29:19.840798,3.9
U00667,P0124,view,2025-04-27 05:29:19.840803,
U00411,P0001,purchase,2025-04-06 05:29:19.840810,4.3
U00820,P0146,purchase,2025-05-21 05:29:19.840815,4.0
U00973,P0141,cart,2025-05-04 05:29:19.840820,
U00379,P0083,purchase,2025-06-15 05:29:19.840824,4.1
U00322,P0029,view,2025-05-21 05:29:19.840829,
U00959,P0110,purchase,2025-12-15 05:29:19.840834,4.7
U00029,P0146,purchase,2026-02-20 05:29:19.840838,3.8
U00977,P0137,purchase,2025-11-27 05:29:19.840843,4.9
U00815,P0173,view,2025-07-26 05:29:19.840848,
U00336,P0044,purchase,2026-01-13 05:29:19.840859,4.2
U00282,P0126,view,2025-06-28 05:29:19.840865,
U00884,P0010,cart,2025-07-20 05:29:19.840884,
U00838,P0127,purchase,2026-02-10 05:29:19.840891,3.9
U00174,P0151,view,2025-06-14 05:29:19.840896,
U00908,P0137,view,2025-12-14 05:29:19.840900,
U00693,P0184,purchase,2025-03-20 05:29:19.840905,4.1
U00880,P0017,cart,2025-05-11 05:29:19.840910,
U00960,P0014,purchase,2025-06-17 05:29:19.840914,4.0
U00677,P0006,purchase,2025-07-02 05:29:19.840919,4.1
U00444,P0102,view,2025-03-09 05:29:19.840923,
U00657,P0103,purchase,2025-07-25 05:29:19.840928,4.8
U00524,P0133,cart,2025-03-18 05:29:19.840933,
U00496,P0011,view,2025-08-10 05:29:19.840937,
U00052,P0197,cart,2025-06-25 05:29:19.840941,
U00466,P0137,cart,2025-06-16 05:29:19.840946,
U00325,P0071,cart,2025-09-20 05:29:19.840950,
U00215,P0178,view,2025-12-27 05:29:19.840955,
U00028,P0095,cart,2025-10-10 05:29:19.840959,
U00580,P0018,purchase,2026-02-25 05:29:19.840964,3.7
U00438,P0058,view,2025-06-21 05:29:19.840968,
U00050,P0077,purchase,2025-04-22 05:29:19.840973,4.5
U00591,P0059,purchase,2025-12-05 05:29:19.840978,3.6
U00512,P0119,view,2025-11-15 05:29:19.840982,
U00171,P0183,purchase,2026-01-07 05:29:19.840987,3.8
U00536,P0090,view,2025-12-05 05:29:19.840992,
U00169,P0127,cart,2025-05-11 05:29:19.840996,
U00295,P0182,view,2025-07-06 05:29:19.841000,
U00028,P0033,cart,2025-04-07 05:29:19.841005,
U00403,P0092,purchase,2025-11-07 05:29:19.841010,5.0
U00249,P0190,view,2025-10-25 05:29:19.841014,
U00331,P0112,view,2025-06-19 05:29:19.841018,
U00841,P0179,view,2025-05-23 05:29:19.841023,
U00095,P0187,cart,2026-01-23 05:29:19.841027,
U00027,P0069,view,2025-08-11 05:29:19.841031,
U00543,P0184,purchase,2025-04-10 05:29:19.841036,4.5
U00684,P0198,purchase,2025-03-04 05:29:19.841041,4.7
U00646,P0034,cart,2025-07-20 05:29:19.841045,
U00976,P0095,purchase,2025-04-01 05:29:19.841049,3.8
U00864,P0074,cart,2025-04-26 05:29:19.841054,
U00404,P0006,purchase,2026-02-16 05:29:19.841059,3.7
U00776,P0066,view,2025-09-01 05:29:19.841063,
U00559,P0123,view,2025-09-02 05:29:19.841070,
U00545,P0052,cart,2026-01-11 05:29:19.841074,
U00330,P0087,purchase,2025-11-23 05:29:19.841079,3.5
U00259,P0143,purchase,2025-11-05 05:29:19.841084,3.7
U00021,P0030,view,2025-07-08 05:29:19.841089,
U00686,P0190,purchase,2025-12-10 05:29:19.841094,4.4
U00773,P0013,view,2025-12-06 05:29:19.841098,
U00108,P0050,cart,2025-07-18 05:29:19.841102,
U00910,P0088,purchase,2025-07-10 05:29:19.841107,4.4
U00692,P0126,purchase,2025-07-18 05:29:19.841112,3.9
U00123,P0111,purchase,2025-11-28 05:29:19.841117,4.3
U00235,P0153,cart,2025-03-03 05:29:19.841121,
U00528,P0073,view,2025-07-04 05:29:19.841125,
U00172,P0006,cart,2025-03-12 05:29:19.841129,
U00906,P0152,view,2025-11-14 05:29:19.841133,
U00112,P0043,view,2025-04-12 05:29:19.841138,
U00313,P0156,cart,2025-12-11 05:29:19.841142,
U00611,P0174,purchase,2025-12-15 05:29:19.841148,3.8
U00141,P0193,view,2025-05-28 05:29:19.841155,
U00799,P0140,view,2025-05-05 05:29:19.841159,
U00052,P0155,cart,2026-01-29 05:29:19.841163,
U00179,P0090,purchase,2026-01-28 05:29:19.841168,3.9
U00704,P0196,purchase,2025-08-08 05:29:19.841173,3.7
U00702,P0197,purchase,2025-08-09 05:29:19.841178,4.0
U00407,P0184,view,2025-05-11 05:29:19.841183,
U00535,P0110,purchase,2025-03-20 05:29:19.841187,3.8
U00888,P0031,view,2026-01-20 05:29:19.841192,
U00465,P0098,view,2025-04-17 05:29:19.841196,
U00109,P0002,purchase,2025-03-09 05:29:19.841201,3.7
U00786,P0065,view,2026-01-04 05:29:19.841206,
U00987,P0021,view,2025-05-06 05:29:19.841210,
U00886,P0023,view,2025-06-22 05:29:19.841215,
U00790,P0102,purchase,2025-03-08 05:29:19.841220,4.2
U00387,P0054,purchase,2026-01-09 05:29:19.841225,4.6
U00364,P0195,view,2025-08-30 05:29:19.841230,
U00723,P0018,purchase,2026-02-27 05:29:19.841235,4.7
U00296,P0092,view,2025-06-07 05:29:19.841239,
U00795,P0171,view,2025-04-28 05:29:19.841244,
U00893,P0196,cart,2025-06-15 05:29:19.841248,
U00389,P0008,view,2025-11-12 05:29:19.841252,
U00153,P0005,purchase,2025-03-07 05:29:19.841257,3.9
U00830,P0138,cart,2025-05-23 05:29:19.841261,
U00513,P0110,purchase,2025-08-30 05:29:19.841266,3.5
U00974,P0120,purchase,2025-04-13 05:29:19.841271,4.1
U00119,P0069,purchase,2025-11-03 05:29:19.841276,3.8
U00094,P0165,view,2025-12-02 05:29:19.841280,
U00251,P0130,purchase,2025-03-11 05:29:19.841285,3.6
U00815,P0087,cart,2025-12-08 05:29:19.841289,
U00988,P0117,view,2026-01-19 05:29:19.841294,
U00458,P0167,cart,2026-01-14 05:29:19.841298,
U00251,P0180,view,2025-03-27 05:29:19.841302,
U00555,P0073,purchase,2025-11-02 05:29:19.841311,4.6
U00322,P0085,purchase,2025-05-27 05:29:19.841316,4.8
U00214,P0024,purchase,2025-06-23 05:29:19.841321,4.2
U00464,P0115,purchase,2026-02-02 05:29:19.841326,4.1
U00086,P0084,purchase,2025-09-16 05:29:19.841331,4.0
U00334,P0085,purchase,2025-12-29 05:29:19.841336,4.6
U00021,P0081,view,2025-06-04 05:29:19.841340,
U00708,P0162,purchase,2025-04-19 05:29:19.841345,4.4
U00697,P0093,cart,2025-05-18 05:29:19.841349,
U00801,P0129,view,2025-08-27 05:29:19.841353,
U00431,P0044,cart,2025-09-23 05:29:19.841358,
U00282,P0056,cart,2025-04-20 05:29:19.841362,
U00389,P0193,purchase,2025-09-03 05:29:19.841367,4.9
U00137,P0087,purchase,2025-07-02 05:29:19.841372,4.9
U00993,P0173,purchase,2025-07-10 05:29:19.841377,4.5
U00181,P0025,purchase,2025-03-15 05:29:19.841382,3.9
U00975,P0001,purchase,2025-12-05 05:29:19.841388,4.3
U00044,P0090,view,2025-06-22 05:29:19.841392,
U00983,P0115,cart,2025-09-04 05:29:19.841396,
U00695,P0128,view,2025-08-04 05:29:19.841400,
U00657,P0133,view,2025-11-30 05:29:19.841405,
U00241,P0148,purchase,2025-07-26 05:29:19.841410,4.5
U00045,P0010,purchase,2025-11-20 05:29:19.841415,4.8
U00329,P0137,purchase,2025-06-28 05:29:19.841419,4.0
U00441,P0094,view,2025-03-16 05:29:19.841425,
U00124,P0104,purchase,2026-03-01 05:29:19.841430,3.7
U00409,P0169,purchase,2025-12-28 05:29:19.841435,4.7
U00318,P0054,purchase,2025-03-31 05:29:19.841439,4.0
U00335,P0130,cart,2025-09-08 05:29:19.841444,
U00159,P0109,view,2025-06-12 05:29:19.841449,
U00083,P0180,purchase,2025-07-02 05:29:19.841453,4.5
U00424,P0069,view,2025-03-29 05:29:19.841457,
U00813,P0024,cart,2025-12-29 05:29:19.841462,
U00306,P0118,purchase,2025-05-14 05:29:19.841467,4.4
U00854,P0116,cart,2025-05-05 05:29:19.841471,
U00255,P0040,purchase,2025-07-24 05:29:19.841476,5.0
U00479,P0136,view,2025-11-28 05:29:19.841480,
U00331,P0089,view,2025-05-24 05:29:19.841484,
U00305,P0001,cart,2025-08-29 05:29:19.841489,
